85238 1324
487 8 1
487 132 1
487 133 1
488 8 1
488 41 1
488 65 1
488 75 1
489 51 1
489 183 1
489 271 1
490 41 1
490 175 1
491 41 1
491 68 1
491 192 1
492 25 1
492 107 1
493 22 1
493 212 1
494 133 1
494 272 1
495 126 1
495 137 1
495 200 1
495 221 1
495 225 1
496 17 1
496 41 1
497 20 1
497 273 1
498 2 1
498 5 1
498 40 1
499 53 1
499 198 1
500 54 1
500 96 1
501 16 1
501 25 1
501 161 1
502 38 1
502 92 1
502 232 1
502 274 1
502 275 1
503 87 1
503 97 1
504 65 1
504 276 1
505 51 1
505 277 1
506 9 1
507 72 1
507 225 1
507 254 1
507 266 1
508 3 1
508 91 1
509 35 1
509 130 1
509 134 1
510 88 1
510 130 1
511 78 1
512 11 1
512 226 1
513 2 1
513 5 1
513 176 1
514 205 1
515 39 1
515 98 1
516 1 1
516 23 1
516 86 1
517 65 1
517 232 1
518 86 1
519 1 1
519 112 1
520 108 1
521 17 1
521 41 1
521 86 1
521 183 1
522 9 1
522 278 1
523 23 1
523 87 1
524 22 1
524 93 1
524 114 1
524 158 1
524 172 1
525 5 1
525 53 1
525 65 1
525 248 1
526 4 1
526 20 1
527 51 1
527 177 1
528 113 1
528 279 1
529 9 1
529 87 1
530 113 1
530 210 1
530 249 1
531 16 1
531 97 1
531 161 1
532 22 1
532 79 1
533 54 1
534 45 1
535 194 1
535 217 1
535 276 1
536 5 1
536 43 1
536 44 1
536 78 1
536 221 1
537 16 1
537 114 1
538 16 1
538 22 1
538 136 1
539 43 1
539 44 1
539 129 1
540 41 1
540 78 1
540 280 1
541 58 1
541 281 1
542 5 1
542 92 1
542 282 1
543 72 1
543 183 1
544 78 1
544 230 1
545 44 1
545 53 1
545 221 1
546 53 1
546 221 1
547 13 1
547 54 1
548 79 1
549 22 1
549 160 1
550 143 1
550 283 1
551 41 1
551 171 1
552 8 1
552 20 1
552 65 1
552 93 1
553 5 1
553 254 1
554 53 1
554 284 1
555 44 1
555 53 1
555 72 1
555 221 1
556 5 1
556 153 1
557 53 1
557 56 1
557 92 1
558 11 1
558 51 1
558 251 1
559 45 1
559 285 1
560 8 1
560 23 1
560 53 1
560 200 1
561 72 1
561 126 1
561 137 1
562 16 1
562 154 1
563 51 1
563 262 1
564 20 1
564 101 1
564 153 1
565 53 1
565 65 1
565 72 1
566 22 1
566 149 1
566 194 1
567 53 1
567 72 1
567 168 1
568 2 1
568 38 1
568 221 1
569 16 1
569 23 1
569 39 1
569 87 1
570 17 1
570 23 1
570 87 1
570 200 1
571 218 1
572 5 1
572 93 1
572 254 1
572 286 1
573 58 1
573 84 1
574 51 1
574 113 1
574 194 1
574 264 1
575 20 1
575 22 1
575 93 1
575 287 1
576 44 1
576 53 1
576 72 1
576 192 1
576 254 1
577 39 1
577 51 1
577 211 1
578 53 1
578 65 1
578 133 1
579 65 1
579 72 1
579 246 1
580 101 1
580 153 1
581 17 1
581 288 1
582 17 1
582 289 1
583 16 1
583 25 1
583 148 1
583 218 1
584 149 1
584 169 1
585 72 1
585 93 1
585 96 1
586 33 1
586 38 1
586 44 1
587 22 1
587 114 1
587 158 1
587 159 1
587 160 1
588 40 1
588 262 1
589 16 1
589 108 1
590 53 1
590 56 1
590 65 1
591 23 1
591 82 1
592 101 1
592 113 1
592 118 1
593 8 1
593 39 1
593 41 1
594 17 1
594 42 1
594 72 1
594 149 1
594 244 1
595 22 1
595 77 1
596 11 1
596 226 1
596 246 1
597 184 1
597 221 1
598 5 1
598 65 1
598 149 1
598 267 1
598 290 1
599 84 1
599 108 1
600 31 1
600 51 1
600 222 1
600 291 1
601 8 1
601 53 1
602 39 1
602 168 1
603 41 1
603 87 1
603 171 1
604 33 1
604 42 1
604 156 1
605 53 1
605 200 1
605 201 1
605 206 1
606 41 1
606 132 1
606 133 1
607 17 1
607 96 1
608 65 1
608 292 1
609 25 1
609 249 1
610 16 1
610 81 1
611 65 1
611 98 1
611 249 1
611 254 1
612 293 1
612 294 1
613 2 1
613 7 1
613 114 1
614 39 1
614 81 1
614 295 1
615 44 1
615 221 1
616 7 1
616 23 1
616 39 1
616 51 1
616 81 1
617 17 1
617 18 1
617 44 1
617 65 1
617 296 1
618 293 1
619 5 1
619 53 1
619 65 1
620 17 1
620 42 1
620 130 1
620 153 1
621 39 1
621 51 1
621 81 1
622 9 1
622 152 1
623 2 1
623 8 1
623 16 1
623 297 1
624 5 1
624 45 1
624 93 1
624 159 1
625 5 1
625 53 1
625 65 1
625 72 1
626 6 1
626 65 1
626 72 1
626 298 1
627 5 1
627 53 1
627 65 1
627 206 1
628 175 1
629 31 1
629 58 1
629 112 1
630 84 1
630 299 1
631 113 1
631 118 1
632 51 1
632 211 1
632 220 1
633 149 1
634 31 1
634 112 1
635 39 1
635 82 1
635 238 1
636 16 1
636 33 1
637 53 1
637 65 1
637 206 1
638 5 1
638 56 1
638 267 1
638 300 1
639 20 1
639 93 1
639 254 1
640 17 1
640 86 1
641 25 1
642 5 1
642 56 1
642 78 1
643 2 1
643 39 1
643 82 1
644 22 1
644 107 1
644 114 1
645 1 1
645 23 1
645 39 1
646 84 1
646 301 1
647 65 1
647 93 1
648 22 1
648 42 1
648 230 1
649 65 1
649 225 1
650 20 1
650 23 1
650 45 1
651 29 1
652 15 1
652 56 1
652 302 1
653 21 1
653 49 1
654 15 1
654 22 1
654 40 1
655 42 1
655 45 1
656 17 1
656 22 1
656 56 1
656 114 1
657 20 1
657 72 1
657 86 1
657 199 1
658 5 1
658 15 1
659 32 1
660 225 1
660 303 1
661 39 1
661 65 1
661 96 1
662 171 1
662 206 1
663 38 1
663 98 1
663 176 1
663 249 1
663 254 1
664 42 1
664 197 1
665 113 1
665 304 1
666 23 1
666 39 1
666 81 1
667 2 1
667 96 1
668 5 1
668 16 1
668 137 1
669 54 1
669 72 1
670 49 1
670 51 1
670 53 1
670 65 1
671 36 1
671 44 1
672 5 1
672 20 1
672 47 1
672 72 1
672 246 1
673 200 1
673 224 1
674 65 1
674 190 1
674 225 1
674 305 1
675 35 1
675 51 1
675 226 1
676 56 1
677 31 1
677 51 1
678 2 1
678 7 1
678 133 1
679 41 1
679 149 1
679 284 1
679 290 1
679 306 1
680 17 1
680 307 1
681 9 1
681 31 1
681 41 1
682 17 1
682 183 1
682 246 1
683 77 1
683 137 1
683 308 1
684 39 1
684 41 1
685 113 1
685 309 1
686 53 1
686 205 1
686 310 1
687 44 1
687 72 1
687 311 1
688 23 1
688 162 1
689 20 1
689 101 1
689 137 1
690 126 1
690 127 1
691 58 1
691 65 1
692 38 1
692 126 1
692 137 1
693 41 1
693 118 1
693 165 1
693 312 1
694 17 1
694 18 1
694 183 1
694 246 1
695 58 1
695 71 1
695 263 1
695 313 1
696 7 1
696 49 1
697 23 1
697 137 1
698 5 1
698 200 1
699 11 1
699 20 1
699 179 1
700 5 1
700 56 1
701 39 1
701 314 1
702 37 1
702 78 1
702 315 1
703 5 1
703 16 1
703 17 1
704 17 1
704 149 1
705 39 1
705 53 1
705 97 1
705 206 1
706 18 1
706 199 1
707 33 1
707 126 1
707 137 1
708 22 1
708 149 1
709 1 1
709 65 1
710 16 1
710 25 1
710 43 1
711 126 1
712 41 1
712 143 1
713 2 1
713 53 1
714 33 1
714 208 1
715 20 1
715 93 1
716 22 1
716 88 1
717 4 1
717 137 1
718 65 1
718 269 1
719 41 1
719 192 1
720 20 1
720 200 1
720 201 1
721 84 1
721 165 1
722 192 1
722 316 1
723 23 1
723 194 1
724 58 1
724 269 1
725 163 1
726 39 1
726 118 1
726 317 1
727 4 1
727 13 1
727 14 1
727 51 1
728 16 1
728 22 1
728 93 1
728 114 1
729 192 1
729 318 1
730 194 1
730 217 1
731 22 1
731 130 1
732 25 1
732 30 1
732 39 1
733 2 1
733 16 1
734 6 1
735 26 1
735 53 1
735 133 1
736 17 1
736 18 1
736 53 1
737 132 1
737 319 1
738 9 1
738 23 1
738 320 1
739 225 1
739 321 1
740 38 1
740 78 1
740 137 1
740 199 1
741 11 1
741 322 1
742 1 1
742 53 1
743 72 1
743 174 1
743 323 1
744 2 1
744 58 1
744 283 1
744 313 1
745 5 1
745 324 1
746 39 1
746 41 1
746 101 1
747 42 1
747 49 1
747 51 1
747 325 1
748 31 1
748 200 1
749 20 1
749 23 1
750 38 1
750 326 1
751 164 1
752 51 1
752 72 1
752 251 1
752 327 1
753 5 1
753 23 1
753 171 1
754 17 1
754 42 1
754 137 1
754 308 1
755 143 1
755 328 1
756 0 1
756 143 1
756 164 1
757 31 1
757 63 1
757 329 1
758 97 1
759 17 1
759 143 1
760 2 1
760 5 1
760 53 1
761 20 1
761 330 1
762 41 1
762 42 1
762 62 1
763 53 1
763 71 1
763 331 1
763 332 1
764 22 1
764 41 1
764 159 1
764 160 1
765 41 1
765 68 1
765 137 1
766 5 1
766 72 1
766 174 1
767 96 1
767 217 1
768 1 1
768 6 1
768 232 1
768 333 1
769 22 1
769 42 1
769 114 1
770 39 1
770 49 1
770 51 1
771 16 1
771 23 1
771 28 1
771 194 1
771 334 1
772 126 1
772 171 1
773 5 1
773 56 1
773 335 1
774 18 1
774 336 1
775 5 1
775 194 1
775 337 1
776 20 1
776 208 1
777 58 1
777 338 1
778 0 1
778 42 1
778 137 1
779 65 1
779 72 1
779 183 1
780 23 1
780 113 1
781 2 1
781 33 1
781 339 1
782 23 1
782 39 1
782 54 1
782 101 1
783 17 1
783 25 1
784 44 1
784 340 1
785 23 1
785 33 1
785 200 1
786 5 1
786 22 1
786 65 1
786 341 1
787 23 1
787 143 1
788 131 1
788 132 1
788 314 1
789 217 1
790 22 1
790 342 1
791 16 1
791 25 1
791 234 1
792 43 1
792 108 1
793 39 1
793 84 1
794 8 1
794 40 1
794 67 1
795 56 1
795 65 1
795 200 1
796 192 1
796 225 1
797 17 1
797 19 1
798 5 1
798 87 1
798 97 1
799 8 1
799 22 1
799 343 1
800 56 1
800 221 1
801 8 1
801 36 1
801 51 1
801 177 1
801 277 1
802 20 1
802 22 1
802 158 1
803 2 1
803 8 1
803 23 1
803 133 1
803 165 1
804 149 1
804 284 1
804 344 1
805 113 1
805 118 1
805 171 1
805 194 1
806 39 1
806 165 1
806 314 1
807 20 1
807 22 1
807 113 1
808 9 1
808 34 1
808 38 1
808 137 1
809 36 1
809 51 1
809 345 1
810 53 1
810 71 1
811 206 1
812 67 1
812 287 1
813 20 1
813 72 1
813 73 1
813 246 1
814 133 1
814 264 1
815 1 1
815 53 1
815 65 1
816 44 1
816 51 1
817 277 1
818 72 1
818 73 1
819 16 1
819 97 1
820 51 1
820 86 1
821 16 1
821 26 1
821 27 1
822 112 1
822 200 1
822 225 1
823 104 1
823 117 1
823 152 1
824 84 1
824 272 1
825 15 1
825 104 1
825 253 1
825 346 1
826 31 1
826 39 1
827 5 1
827 56 1
827 72 1
828 38 1
828 232 1
829 16 1
829 39 1
830 41 1
830 86 1
831 39 1
831 82 1
831 294 1
832 65 1
832 200 1
833 43 1
833 149 1
833 290 1
834 39 1
834 347 1
835 23 1
835 101 1
836 22 1
836 230 1
837 8 1
837 36 1
837 51 1
838 22 1
838 142 1
839 44 1
840 26 1
841 49 1
841 51 1
841 77 1
841 137 1
841 308 1
842 17 1
842 82 1
842 84 1
842 289 1
843 82 1
843 139 1
844 183 1
845 22 1
845 23 1
846 51 1
846 72 1
847 56 1
847 97 1
847 232 1
848 22 1
848 25 1
848 114 1
849 41 1
849 88 1
850 5 1
850 65 1
850 96 1
850 300 1
850 348 1
851 72 1
851 74 1
851 183 1
852 43 1
852 56 1
852 78 1
852 151 1
853 77 1
854 5 1
854 8 1
854 9 1
854 40 1
855 56 1
855 96 1
856 8 1
856 31 1
856 55 1
856 63 1
857 326 1
858 132 1
858 272 1
859 23 1
859 133 1
859 349 1
860 31 1
860 322 1
861 39 1
861 165 1
861 350 1
862 137 1
862 151 1
862 351 1
863 16 1
863 82 1
864 3 1
864 137 1
865 39 1
865 187 1
866 39 1
866 165 1
866 352 1
867 226 1
868 31 1
868 48 1
868 80 1
869 3 1
870 2 1
870 38 1
870 137 1
871 142 1
871 353 1
872 53 1
872 65 1
872 72 1
872 218 1
873 137 1
873 192 1
873 253 1
874 42 1
874 43 1
874 44 1
875 15 1
875 51 1
876 58 1
876 76 1
876 205 1
877 42 1
877 218 1
878 51 1
878 354 1
879 22 1
879 311 1
880 8 1
880 41 1
880 67 1
880 137 1
881 7 1
881 22 1
882 23 1
882 200 1
883 171 1
883 355 1
884 31 1
884 94 1
885 22 1
885 135 1
886 5 1
886 22 1
886 53 1
886 225 1
887 56 1
887 149 1
887 169 1
887 171 1
888 11 1
888 20 1
888 226 1
889 124 1
889 194 1
889 249 1
890 15 1
890 25 1
891 41 1
891 51 1
891 78 1
891 168 1
891 251 1
892 51 1
892 104 1
892 199 1
893 33 1
893 38 1
893 154 1
894 35 1
895 133 1
895 194 1
895 217 1
896 133 1
896 217 1
897 17 1
897 130 1
897 137 1
898 38 1
898 72 1
899 42 1
899 130 1
900 131 1
901 1 1
901 200 1
902 302 1
903 31 1
903 63 1
903 188 1
903 356 1
904 31 1
904 58 1
905 246 1
905 357 1
906 43 1
907 53 1
907 72 1
908 56 1
908 72 1
