106879 242
79 33 1
79 47 1
79 57 1
80 13 1
80 52 1
81 58 1
81 59 1
81 60 1
82 57 1
82 60 1
83 38 1
83 39 1
84 6 1
84 7 1
85 8 1
85 9 1
86 58 1
86 59 1
86 61 1
87 26 1
87 27 1
88 10 1
88 11 1
89 55 1
89 56 1
90 24 1
90 46 1
91 17 1
91 62 1
92 14 1
92 63 1
93 0 1
93 1 1
93 16 1
94 36 1
94 37 1
95 38 1
95 39 1
96 22 1
96 53 1
97 64 1
97 65 1
98 17 1
98 18 1
98 21 1
99 32 1
99 66 1
100 29 1
100 34 1
100 35 1
101 40 1
101 67 1
102 42 1
102 45 1
103 2 1
103 16 1
104 50 1
104 68 1
105 33 1
105 45 1
105 47 1
106 10 1
106 11 1
107 14 1
107 69 1
108 33 1
108 47 1
108 57 1
109 8 1
109 9 1
110 6 1
110 7 1
111 54 1
111 59 1
112 44 1
112 57 1
112 60 1
113 13 1
113 52 1
114 33 1
114 34 1
114 35 1
115 29 1
115 34 1
116 32 1
116 66 1
117 48 1
117 56 1
118 33 1
118 35 1
118 47 1
119 2 1
119 16 1
120 36 1
120 37 1
121 13 1
121 70 1
122 13 1
122 52 1
123 38 1
123 39 1
124 6 1
124 7 1
125 8 1
125 9 1
126 22 1
126 53 1
127 64 1
127 65 1
128 26 1
128 27 1
129 1 1
129 16 1
130 45 1
130 68 1
131 44 1
131 68 1
132 3 1
132 6 1
133 30 1
133 45 1
134 11 1
134 71 1
135 55 1
135 56 1
136 24 1
136 46 1
137 32 1
137 66 1
138 48 1
138 56 1
139 29 1
139 33 1
140 33 1
140 47 1
141 42 1
141 45 1
141 50 1
142 40 1
142 67 1
143 36 1
143 37 1
144 54 1
144 60 1
145 17 1
145 18 1
146 8 1
146 9 1
147 6 1
147 7 1
148 30 1
148 42 1
149 29 1
149 34 1
149 35 1
150 26 1
150 72 1
151 1 1
151 16 1
152 2 1
152 16 1
153 58 1
153 68 1
154 44 1
154 58 1
155 2 1
155 16 1
156 32 1
156 66 1
157 33 1
157 35 1
158 33 1
158 47 1
159 50 1
159 68 1
160 40 1
160 67 1
161 36 1
161 37 1
162 54 1
162 60 1
163 36 1
163 73 1
164 8 1
164 9 1
165 6 1
165 7 1
166 42 1
166 45 1
167 42 1
167 44 1
168 35 1
168 51 1
169 34 1
169 35 1
170 26 1
170 27 1
171 1 1
171 16 1
172 58 1
172 68 1
173 44 1
173 58 1
174 3 1
174 6 1
175 47 1
175 51 1
176 10 1
176 11 1
177 24 1
177 46 1
178 29 1
178 34 1
179 32 1
179 66 1
180 48 1
180 56 1
181 33 1
181 35 1
182 33 1
182 47 1
183 40 1
183 67 1
184 36 1
184 37 1
185 4 1
185 5 1
186 17 1
186 18 1
187 38 1
187 39 1
188 8 1
188 9 1
189 44 1
189 74 1
190 34 1
190 35 1
191 64 1
191 65 1
192 3 1
192 5 1
193 24 1
193 25 1
194 62 1
194 75 1
195 29 1
195 34 1
196 32 1
196 66 1
197 33 1
197 35 1
198 33 1
198 57 1
199 40 1
199 67 1
200 13 1
200 52 1
201 3 1
201 4 1
202 18 1
202 21 1
203 38 1
203 39 1
204 8 1
204 9 1
205 6 1
205 7 1
206 35 1
206 51 1
207 34 1
207 35 1
208 57 1
208 58 1
209 3 1
209 21 1
210 3 1
210 6 1
211 29 1
211 34 1
212 32 1
212 66 1
213 33 1
213 47 1
213 57 1
214 72 1
214 76 1
215 30 1
215 60 1
216 6 1
216 7 1
217 8 1
217 9 1
218 42 1
218 44 1
219 35 1
219 68 1
220 57 1
220 68 1
221 10 1
221 11 1
222 55 1
222 56 1
223 32 1
223 66 1
224 10 1
224 77 1
225 9 1
225 78 1
226 12 1
226 13 1
226 52 1
227 17 1
227 18 1
228 8 1
228 9 1
229 22 1
229 53 1
230 58 1
230 68 1
231 43 1
231 64 1
232 79 1
232 80 1
233 24 1
233 46 1
234 32 1
234 66 1
235 48 1
235 73 1
236 18 1
236 81 1
237 82 1
237 83 1
238 82 1
238 84 1
239 82 1
239 85 1
240 22 1
240 53 1
241 49 1
241 86 1
242 47 1
242 57 1
243 0 1
243 2 1
243 16 1
244 32 1
244 66 1
245 0 1
245 1 1
245 16 1
246 87 1
246 88 1
247 13 1
247 52 1
248 12 1
248 13 1
249 38 1
249 39 1
250 3 1
250 7 1
251 22 1
251 53 1
252 26 1
252 27 1
253 0 1
253 2 1
254 32 1
254 66 1
255 0 1
255 1 1
256 89 1
256 90 1
257 87 1
257 91 1
258 61 1
258 82 1
259 22 1
259 53 1
260 49 1
260 86 1
261 26 1
261 27 1
262 87 1
262 92 1
263 93 1
263 94 1
264 89 1
264 95 1
265 0 1
265 2 1
265 16 1
266 32 1
266 66 1
267 47 1
267 96 1
268 93 1
268 97 1
269 97 1
269 98 1
270 97 1
270 99 1
271 0 1
271 77 1
272 0 1
272 1 1
272 16 1
273 100 1
273 101 1
274 3 1
274 18 1
275 6 1
275 18 1
276 22 1
276 53 1
277 43 1
277 64 1
278 55 1
278 56 1
279 5 1
279 62 1
280 32 1
280 66 1
281 47 1
281 96 1
282 100 1
282 101 1
283 13 1
283 52 1
284 22 1
284 53 1
285 64 1
285 65 1
286 83 1
286 102 1
287 99 1
287 103 1
288 86 1
288 104 1
289 95 1
289 105 1
290 90 1
290 95 1
291 32 1
291 66 1
292 48 1
292 106 1
293 104 1
293 106 1
294 2 1
294 16 1
295 0 1
295 1 1
295 16 1
296 36 1
296 37 1
297 100 1
297 101 1
298 26 1
298 107 1
299 27 1
299 107 1
300 108 1
300 109 1
301 108 1
301 110 1
302 13 1
302 52 1
303 36 1
303 73 1
304 22 1
304 53 1
305 72 1
305 111 1
306 55 1
306 56 1
307 0 1
307 2 1
307 16 1
308 32 1
308 66 1
309 47 1
309 57 1
309 96 1
310 76 1
310 112 1
311 0 1
311 1 1
311 16 1
312 7 1
312 113 1
313 113 1
313 114 1
314 6 1
314 113 1
315 13 1
315 52 1
316 36 1
316 108 1
316 109 1
317 36 1
317 73 1
317 109 1
318 57 1
318 91 1
319 22 1
319 53 1
320 49 1
320 86 1
321 83 1
321 102 1
322 26 1
322 27 1
323 57 1
323 58 1
324 72 1
324 111 1
325 115 1
325 116 1
326 89 1
326 114 1
327 86 1
327 106 1
328 2 1
328 16 1
329 32 1
329 66 1
330 76 1
330 112 1
331 13 1
331 52 1
332 22 1
332 53 1
333 49 1
333 86 1
334 83 1
334 102 1
335 34 1
335 35 1
336 1 1
336 16 1
337 21 1
337 105 1
338 117 1
338 118 1
339 55 1
339 56 1
340 47 1
340 57 1
341 14 1
341 15 1
342 32 1
342 66 1
343 47 1
343 96 1
344 119 1
344 120 1
345 0 1
345 1 1
345 16 1
346 0 1
346 2 1
346 16 1
347 10 1
347 77 1
348 76 1
348 112 1
349 100 1
349 101 1
350 105 1
350 121 1
351 22 1
351 53 1
352 49 1
352 86 1
353 83 1
353 102 1
354 21 1
354 105 1
355 32 1
355 66 1
356 47 1
356 96 1
357 9 1
357 122 1
358 9 1
358 120 1
359 12 1
359 13 1
360 4 1
360 6 1
361 22 1
361 53 1
362 9 1
362 123 1
363 83 1
363 102 1
364 21 1
364 105 1
365 46 1
365 124 1
366 86 1
366 106 1
367 12 1
367 52 1
368 32 1
368 66 1
369 9 1
369 122 1
370 122 1
370 123 1
371 13 1
371 52 1
372 25 1
372 125 1
372 126 1
373 22 1
373 53 1
374 49 1
374 86 1
375 83 1
375 102 1
376 127 1
376 128 1
377 21 1
377 105 1
378 25 1
378 125 1
378 129 1
379 32 1
379 66 1
380 57 1
380 96 1
381 48 1
381 130 1
382 78 1
382 131 1
383 17 1
383 90 1
384 132 1
384 133 1
385 133 1
385 134 1
386 22 1
386 53 1
387 131 1
387 132 1
388 134 1
388 135 1
389 9 1
389 123 1
390 25 1
390 136 1
391 83 1
391 102 1
392 49 1
392 86 1
393 21 1
393 105 1
394 26 1
394 27 1
395 32 1
395 66 1
396 48 1
396 130 1
397 9 1
397 122 1
398 10 1
398 77 1
399 132 1
399 137 1
400 13 1
400 52 1
401 108 1
401 109 1
402 22 1
402 53 1
403 83 1
403 102 1
404 49 1
404 86 1
405 43 1
405 64 1
406 21 1
406 105 1
407 124 1
407 138 1
408 72 1
408 111 1
409 139 1
409 140 1
410 55 1
410 56 1
411 24 1
411 141 1
412 104 1
412 106 1
413 32 1
413 66 1
414 117 1
414 142 1
415 120 1
415 127 1
416 78 1
416 143 1
417 10 1
417 77 1
418 136 1
418 144 1
419 13 1
419 52 1
420 12 1
420 13 1
421 135 1
421 145 1
422 22 1
422 53 1
423 83 1
423 102 1
424 46 1
424 138 1
424 146 1
425 117 1
425 118 1
426 115 1
426 116 1
427 55 1
427 56 1
428 119 1
428 147 1
429 32 1
429 66 1
430 78 1
430 143 1
431 27 1
431 107 1
432 126 1
432 148 1
433 135 1
433 145 1
434 22 1
434 53 1
435 83 1
435 102 1
436 64 1
436 65 1
437 46 1
437 146 1
438 26 1
438 112 1
439 26 1
439 27 1
440 46 1
440 138 1
441 72 1
441 111 1
442 119 1
442 147 1
443 129 1
443 148 1
444 32 1
444 66 1
445 48 1
445 55 1
446 12 1
446 13 1
447 126 1
447 148 1
448 22 1
448 53 1
449 83 1
449 102 1
450 25 1
450 146 1
451 43 1
451 64 1
452 55 1
452 56 1
453 119 1
453 147 1
454 12 1
454 52 1
455 32 1
455 66 1
456 13 1
456 52 1
457 22 1
457 53 1
458 83 1
458 102 1
459 136 1
459 149 1
460 72 1
460 111 1
461 0 1
461 2 1
461 16 1
462 32 1
462 66 1
463 120 1
463 127 1
464 0 1
464 1 1
464 16 1
465 13 1
465 52 1
466 4 1
466 18 1
467 18 1
467 150 1
468 22 1
468 53 1
469 83 1
469 102 1
470 26 1
470 27 1
471 125 1
471 151 1
472 25 1
472 146 1
473 43 1
473 64 1
474 129 1
474 149 1
475 72 1
475 111 1
476 32 1
476 66 1
477 9 1
477 122 1
478 120 1
478 122 1
479 13 1
479 52 1
480 126 1
480 136 1
481 22 1
481 53 1
482 83 1
482 102 1
483 26 1
483 27 1
484 125 1
484 151 1
485 25 1
485 146 1
486 119 1
486 147 1
487 26 1
487 27 1
488 32 1
488 66 1
489 9 1
489 122 1
490 76 1
490 112 1
491 0 1
491 1 1
492 0 1
492 2 1
493 126 1
493 144 1
494 22 1
494 53 1
495 83 1
495 102 1
496 117 1
496 118 1
497 0 1
497 2 1
497 16 1
498 32 1
498 66 1
499 78 1
499 122 1
500 50 1
500 68 1
501 0 1
501 1 1
501 16 1
502 9 1
502 78 1
503 126 1
503 144 1
504 136 1
504 144 1
505 40 1
505 41 1
506 22 1
506 28 1
507 20 1
507 22 1
508 83 1
508 102 1
509 64 1
509 65 1
510 49 1
510 86 1
511 152 1
511 153 1
512 26 1
512 27 1
513 72 1
513 111 1
514 139 1
514 140 1
515 79 1
515 154 1
516 14 1
516 15 1
517 55 1
517 152 1
518 2 1
518 16 1
519 32 1
519 67 1
520 120 1
520 127 1
521 40 1
521 67 1
522 126 1
522 144 1
523 13 1
523 52 1
524 49 1
524 86 1
525 83 1
525 102 1
526 64 1
526 65 1
527 20 1
527 28 1
528 19 1
528 20 1
529 1 1
529 16 1
530 152 1
530 153 1
531 117 1
531 118 1
532 86 1
532 106 1
533 55 1
533 86 1
534 2 1
534 16 1
535 122 1
535 155 1
536 37 1
536 73 1
537 126 1
537 144 1
538 144 1
538 156 1
539 13 1
539 52 1
540 108 1
540 130 1
541 139 1
541 157 1
542 119 1
542 135 1
543 135 1
543 145 1
544 49 1
544 86 1
545 83 1
545 102 1
546 64 1
546 65 1
547 25 1
547 146 1
548 1 1
548 16 1
549 139 1
549 140 1
550 72 1
550 104 1
551 111 1
551 112 1
552 86 1
552 106 1
553 104 1
553 110 1
554 12 1
554 13 1
555 55 1
555 73 1
556 55 1
556 109 1
557 0 1
557 2 1
557 16 1
558 76 1
558 104 1
558 106 1
559 0 1
559 1 1
559 16 1
560 37 1
560 73 1
561 10 1
561 77 1
562 13 1
562 52 1
563 26 1
563 107 1
564 126 1
564 144 1
565 49 1
565 86 1
566 83 1
566 102 1
567 64 1
567 65 1
568 26 1
568 27 1
569 25 1
569 146 1
570 21 1
570 150 1
571 139 1
571 140 1
572 117 1
572 118 1
573 119 1
573 147 1
574 104 1
574 112 1
575 37 1
575 55 1
576 32 1
576 41 1
577 2 1
577 16 1
578 76 1
578 104 1
579 41 1
579 67 1
580 126 1
580 144 1
581 107 1
581 108 1
581 130 1
582 108 1
582 109 1
583 13 1
583 52 1
584 36 1
584 109 1
585 126 1
585 156 1
586 22 1
586 53 1
587 49 1
587 106 1
588 83 1
588 102 1
589 26 1
589 27 1
590 136 1
590 156 1
591 1 1
591 16 1
592 38 1
592 64 1
593 119 1
593 147 1
594 104 1
594 112 1
595 2 1
595 16 1
596 48 1
596 49 1
596 106 1
597 48 1
597 86 1
597 106 1
598 78 1
598 122 1
599 78 1
599 155 1
600 37 1
600 73 1
601 37 1
601 55 1
602 136 1
602 144 1
603 144 1
603 146 1
604 107 1
604 130 1
605 26 1
605 107 1
606 13 1
606 52 1
607 38 1
607 39 1
608 80 1
608 91 1
609 22 1
609 53 1
610 83 1
610 102 1
611 26 1
611 27 1
612 1 1
612 16 1
613 125 1
613 138 1
614 72 1
614 86 1
615 119 1
615 147 1
616 27 1
616 111 1
617 0 1
617 2 1
617 16 1
618 36 1
618 109 1
619 14 1
619 158 1
620 22 1
620 53 1
621 64 1
621 65 1
622 25 1
622 151 1
623 26 1
623 107 1
624 26 1
624 27 1
625 136 1
625 146 1
626 94 1
626 136 1
627 61 1
627 74 1
628 73 1
628 108 1
629 92 1
629 159 1
630 79 1
630 91 1
631 34 1
631 35 1
632 107 1
632 130 1
633 42 1
633 83 1
634 30 1
634 42 1
635 1 1
635 16 1
636 125 1
636 138 1
637 25 1
637 138 1
638 119 1
638 147 1
639 14 1
639 69 1
640 98 1
640 103 1
641 76 1
641 112 1
642 37 1
642 72 1
643 57 1
643 91 1
644 80 1
644 102 1
645 57 1
645 60 1
646 80 1
646 96 1
647 9 1
647 122 1
648 122 1
648 155 1
649 36 1
649 109 1
650 74 1
650 85 1
651 33 1
651 83 1
651 85 1
652 61 1
652 85 1
653 26 1
653 27 1
654 94 1
654 136 1
655 136 1
655 149 1
656 92 1
656 159 1
656 160 1
657 92 1
657 98 1
658 44 1
658 92 1
659 27 1
659 111 1
660 27 1
660 110 1
661 34 1
661 35 1
661 82 1
662 29 1
662 34 1
662 82 1
663 32 1
663 67 1
664 161 1
664 162 1
665 107 1
665 130 1
666 163 1
666 164 1
667 42 1
667 68 1
668 83 1
668 102 1
669 83 1
669 87 1
670 1 1
670 16 1
671 2 1
671 16 1
672 84 1
672 91 1
673 25 1
673 138 1
674 45 1
674 50 1
675 119 1
675 147 1
676 86 1
676 106 1
677 97 1
677 98 1
678 76 1
678 112 1
679 50 1
679 160 1
680 35 1
680 59 1
680 82 1
681 8 1
681 127 1
682 59 1
682 93 1
683 80 1
683 99 1
684 117 1
684 165 1
685 72 1
685 112 1
686 87 1
686 160 1
687 148 1
687 166 1
688 29 1
688 93 1
689 120 1
689 122 1
690 122 1
690 155 1
691 58 1
691 88 1
692 36 1
692 109 1
693 38 1
693 39 1
694 135 1
694 143 1
695 22 1
695 53 1
696 15 1
696 167 1
697 64 1
697 65 1
698 26 1
698 27 1
699 26 1
699 111 1
700 26 1
700 104 1
701 48 1
701 49 1
702 129 1
702 136 1
703 61 1
703 83 1
704 37 1
704 73 1
705 55 1
705 73 1
706 72 1
706 73 1
707 15 1
707 168 1
708 109 1
708 130 1
709 34 1
709 102 1
710 107 1
710 130 1
711 42 1
711 45 1
712 42 1
712 47 1
713 83 1
713 87 1
714 1 1
714 16 1
715 2 1
715 16 1
716 33 1
716 84 1
717 84 1
717 91 1
718 45 1
718 93 1
719 119 1
719 147 1
720 102 1
720 169 1
721 86 1
721 106 1
722 97 1
722 98 1
723 33 1
723 94 1
724 91 1
724 94 1
725 50 1
725 160 1
726 59 1
726 82 1
727 35 1
727 82 1
728 119 1
728 143 1
729 137 1
729 143 1
730 30 1
730 96 1
731 63 1
731 69 1
732 58 1
732 88 1
733 33 1
733 85 1
734 35 1
734 85 1
735 85 1
735 102 1
736 119 1
736 135 1
737 135 1
737 145 1
738 126 1
738 151 1
739 33 1
739 61 1
740 61 1
740 84 1
741 168 1
741 170 1
742 24 1
742 141 1
743 55 1
743 111 1
744 110 1
744 130 1
745 34 1
745 35 1
746 34 1
746 84 1
747 44 1
747 171 1
748 1 1
748 16 1
749 2 1
749 16 1
750 40 1
750 41 1
751 72 1
751 86 1
752 97 1
752 98 1
753 48 1
753 56 1
754 33 1
754 80 1
755 50 1
755 172 1
756 137 1
756 143 1
757 80 1
757 102 1
758 46 1
758 124 1
759 44 1
759 96 1
760 29 1
760 96 1
761 30 1
761 96 1
762 9 1
762 78 1
763 164 1
763 173 1
764 63 1
764 69 1
765 63 1
765 70 1
766 9 1
766 122 1
767 122 1
767 155 1
768 33 1
768 34 1
768 59 1
769 33 1
769 94 1
770 0 1
770 1 1
770 16 1
771 0 1
771 2 1
771 16 1
772 76 1
772 112 1
773 125 1
773 144 1
774 80 1
774 96 1
775 39 1
775 64 1
776 59 1
776 85 1
777 117 1
777 163 1
778 70 1
778 174 1
779 119 1
779 135 1
780 135 1
780 145 1
781 29 1
781 35 1
782 61 1
782 94 1
783 61 1
783 84 1
784 49 1
784 111 1
785 79 1
785 83 1
786 170 1
786 175 1
787 29 1
787 80 1
788 106 1
788 111 1
789 9 1
789 122 1
790 120 1
790 122 1
791 122 1
791 155 1
792 36 1
792 104 1
793 34 1
793 85 1
794 49 1
794 106 1
794 111 1
795 64 1
795 65 1
796 26 1
796 112 1
797 25 1
797 146 1
798 3 1
798 89 1
799 170 1
799 175 1
800 32 1
800 66 1
801 33 1
801 34 1
801 94 1
802 55 1
802 86 1
803 120 1
803 127 1
804 113 1
804 116 1
805 107 1
805 112 1
806 44 1
806 171 1
807 1 1
807 16 1
808 2 1
808 16 1
809 102 1
809 172 1
810 29 1
810 35 1
811 44 1
811 102 1
812 10 1
812 176 1
813 70 1
813 168 1
814 122 1
814 155 1
815 33 1
815 34 1
815 85 1
816 140 1
816 157 1
817 49 1
817 106 1
818 31 1
818 41 1
819 26 1
819 27 1
820 3 1
820 89 1
821 170 1
821 175 1
822 79 1
822 83 1
823 164 1
823 173 1
824 76 1
824 107 1
825 169 1
825 171 1
826 44 1
826 171 1
827 29 1
827 83 1
828 30 1
828 83 1
829 1 1
829 16 1
830 2 1
830 16 1
831 105 1
831 121 1
832 94 1
832 169 1
832 177 1
833 80 1
833 169 1
834 37 1
834 86 1
835 86 1
835 106 1
836 93 1
836 94 1
837 35 1
837 172 1
838 59 1
838 91 1
839 93 1
839 102 1
840 20 1
840 43 1
841 9 1
841 122 1
842 120 1
842 122 1
843 122 1
843 155 1
844 33 1
844 85 1
845 26 1
845 27 1
846 3 1
846 89 1
847 73 1
847 104 1
848 48 1
848 111 1
849 79 1
849 83 1
850 32 1
850 66 1
851 107 1
851 110 1
852 34 1
852 59 1
853 37 1
853 55 1
854 30 1
854 83 1
855 1 1
855 16 1
856 2 1
856 16 1
857 40 1
857 41 1
858 127 1
858 147 1
859 105 1
859 121 1
860 37 1
860 86 1
861 86 1
861 106 1
862 93 1
862 94 1
862 102 1
863 93 1
863 94 1
863 172 1
864 104 1
864 108 1
865 27 1
865 72 1
866 80 1
866 82 1
867 2 1
867 16 1
868 32 1
868 66 1
869 48 1
869 49 1
870 33 1
870 34 1
871 8 1
871 120 1
872 137 1
872 143 1
873 8 1
873 78 1
874 105 1
874 121 1
875 9 1
875 122 1
876 93 1
876 172 1
877 140 1
877 157 1
878 34 1
878 85 1
879 8 1
879 143 1
880 22 1
880 53 1
881 26 1
881 27 1
882 61 1
882 84 1
883 79 1
883 83 1
884 20 1
884 28 1
885 1 1
885 16 1
886 3 1
886 89 1
887 80 1
887 177 1
888 86 1
888 106 1
889 0 1
889 2 1
889 16 1
890 164 1
890 173 1
891 37 1
891 55 1
891 104 1
892 60 1
892 154 1
893 140 1
893 157 1
894 22 1
894 53 1
895 49 1
895 106 1
896 25 1
896 146 1
897 1 1
897 16 1
898 127 1
898 147 1
899 12 1
899 178 1
900 80 1
900 169 1
901 12 1
901 52 1
902 2 1
902 16 1
903 33 1
903 59 1
904 122 1
904 155 1
905 137 1
905 143 1
906 120 1
906 155 1
907 61 1
907 82 1
907 84 1
908 140 1
908 157 1
909 126 1
909 166 1
910 151 1
910 156 1
911 26 1
911 27 1
912 1 1
912 16 1
913 72 1
913 111 1
914 11 1
914 71 1
915 80 1
915 169 1
916 86 1
916 104 1
916 106 1
917 32 1
917 66 1
918 32 1
918 38 1
919 33 1
919 61 1
920 120 1
920 155 1
921 78 1
921 155 1
922 60 1
922 154 1
923 35 1
923 172 1
924 61 1
924 82 1
925 140 1
925 157 1
926 126 1
926 151 1
927 49 1
927 110 1
928 151 1
928 156 1
929 149 1
929 151 1
930 64 1
930 65 1
931 25 1
931 146 1
932 1 1
932 16 1
933 2 1
933 16 1
934 80 1
934 169 1
935 86 1
935 104 1
936 104 1
936 106 1
937 32 1
937 66 1
938 48 1
938 110 1
939 48 1
939 104 1
940 78 1
940 122 1
941 120 1
941 128 1
942 33 1
942 85 1
943 78 1
943 143 1
944 78 1
944 155 1
945 137 1
945 145 1
946 61 1
946 91 1
947 140 1
947 157 1
948 126 1
948 136 1
949 49 1
949 110 1
950 49 1
950 104 1
951 64 1
951 65 1
952 79 1
952 83 1
953 59 1
953 61 1
954 61 1
954 84 1
955 25 1
955 146 1
956 1 1
956 16 1
957 2 1
957 16 1
958 3 1
958 89 1
959 75 1
959 81 1
960 125 1
960 166 1
961 125 1
961 156 1
962 80 1
962 169 1
963 2 1
963 16 1
964 142 1
964 178 1
965 122 1
965 155 1
966 33 1
966 85 1
967 144 1
967 179 1
968 41 1
968 180 1
969 140 1
969 157 1
970 84 1
970 91 1
971 64 1
971 65 1
972 94 1
972 181 1
973 26 1
973 27 1
974 1 1
974 16 1
975 75 1
975 81 1
976 3 1
976 89 1
977 80 1
977 169 1
978 173 1
978 175 1
979 29 1
979 79 1
980 33 1
980 34 1
981 33 1
981 85 1
982 9 1
982 122 1
983 122 1
983 155 1
984 78 1
984 143 1
985 105 1
985 121 1
986 93 1
986 172 1
987 59 1
987 82 1
988 140 1
988 157 1
989 40 1
989 41 1
990 84 1
990 91 1
991 94 1
991 181 1
992 1 1
992 16 1
993 2 1
993 16 1
994 75 1
994 81 1
995 127 1
995 147 1
996 170 1
996 173 1
997 12 1
997 52 1
998 164 1
998 175 1
999 48 1
999 49 1
1000 33 1
1000 34 1
1001 122 1
1001 155 1
1002 78 1
1002 155 1
1003 60 1
1003 154 1
1004 93 1
1004 172 1
1005 84 1
1005 91 1
1006 85 1
1006 91 1
1007 59 1
1007 82 1
1008 23 1
1008 41 1
1009 61 1
1009 85 1
1010 26 1
1010 72 1
1011 94 1
1011 181 1
1012 136 1
1012 148 1
1013 102 1
1013 171 1
1014 29 1
1014 83 1
1015 11 1
1015 71 1
1016 80 1
1016 177 1
1017 12 1
1017 52 1
1018 33 1
1018 34 1
1019 78 1
1019 143 1
1020 137 1
1020 145 1
1021 144 1
1021 151 1
1022 119 1
1022 135 1
1023 26 1
1023 72 1
1024 136 1
1024 148 1
1025 1 1
1025 16 1
1026 2 1
1026 16 1
1027 94 1
1027 181 1
1028 79 1
1028 83 1
1029 80 1
1029 177 1
1030 12 1
1030 52 1
1031 32 1
1031 66 1
1032 32 1
1032 38 1
1033 120 1
1033 122 1
1034 0 1
1034 2 1
1034 16 1
1035 54 1
1035 88 1
1036 144 1
1036 149 1
1037 46 1
1037 144 1
1038 17 1
1038 90 1
1039 82 1
1039 85 1
1040 23 1
1040 40 1
1040 182 1
1041 151 1
1041 156 1
1042 102 1
1042 171 1
1043 44 1
1043 171 1
1044 20 1
1044 28 1
1045 1 1
1045 16 1
1046 127 1
1046 147 1
1047 28 1
1047 182 1
1048 80 1
1048 177 1
1049 10 1
1049 176 1
1050 2 1
1050 176 1
1051 12 1
1051 52 1
1052 33 1
1052 34 1
1053 120 1
1053 122 1
1054 39 1
1054 64 1
1055 102 1
1055 171 1
1056 44 1
1056 171 1
1057 64 1
1057 66 1
1058 28 1
1058 182 1
1059 182 1
1059 183 1
1060 53 1
1060 182 1
1061 12 1
1061 52 1
1062 161 1
1062 184 1
1063 32 1
1063 67 1
1064 32 1
1064 64 1
1065 32 1
1065 180 1
1066 23 1
1066 185 1
1067 40 1
1067 67 1
1068 162 1
1068 186 1
1069 162 1
1069 187 1
1070 60 1
1070 74 1
1071 39 1
1071 180 1
1072 23 1
1072 41 1
1073 186 1
1073 188 1
1074 102 1
1074 171 1
1075 44 1
1075 171 1
1076 139 1
1076 157 1
1077 165 1
1077 178 1
1078 12 1
1078 52 1
1079 23 1
1079 32 1
1080 77 1
1080 187 1
1081 187 1
1081 189 1
1082 64 1
1082 67 1
1083 17 1
1083 90 1
1084 139 1
1084 157 1
1085 23 1
1085 40 1
1086 23 1
1086 41 1
1087 22 1
1087 28 1
1088 74 1
1088 154 1
1089 102 1
1089 171 1
1090 44 1
1090 171 1
1091 161 1
1091 190 1
1092 20 1
1092 28 1
1093 170 1
1093 173 1
1094 184 1
1094 191 1
1095 173 1
1095 192 1
1096 24 1
1096 141 1
1097 12 1
1097 52 1
1098 65 1
1098 185 1
1099 137 1
1099 143 1
1100 9 1
1100 78 1
1101 17 1
1101 90 1
1102 140 1
1102 157 1
1103 139 1
1103 157 1
1104 23 1
1104 40 1
1105 11 1
1105 186 1
1106 64 1
1106 65 1
1107 117 1
1107 163 1
1108 44 1
1108 171 1
1109 20 1
1109 28 1
1110 38 1
1110 64 1
