1170 164
82 78 1
83 41 1
83 67 1
84 29 1
84 30 1
85 31 1
85 32 1
86 61 1
86 68 1
87 33 1
87 34 1
88 79 1
88 80 1
89 69 1
89 70 1
90 37 1
90 38 1
91 20 1
91 41 1
92 42 1
92 43 1
93 44 1
93 45 1
94 46 1
94 47 1
95 5 1
95 71 1
96 81 1
96 82 1
97 20 1
97 42 1
98 2 1
98 50 1
99 26 1
99 51 1
100 35 1
100 52 1
101 54 1
101 55 1
102 55 1
102 56 1
103 57 1
103 58 1
104 59 1
104 60 1
105 0 1
105 1 1
106 3 1
106 50 1
107 6 1
107 7 1
107 39 1
108 14 1
108 83 1
109 10 1
109 11 1
110 20 1
110 63 1
111 15 1
111 84 1
112 15 1
112 64 1
113 12 1
113 13 1
114 18 1
114 19 1
115 20 1
115 21 1
116 16 1
116 85 1
117 22 1
117 23 1
117 24 1
118 25 1
118 26 1
118 51 1
119 27 1
119 28 1
120 76 1
120 78 1
121 29 1
121 30 1
122 31 1
122 32 1
123 33 1
123 34 1
124 79 1
124 80 1
125 69 1
125 70 1
126 37 1
126 38 1
127 20 1
127 41 1
128 42 1
128 43 1
129 44 1
129 45 1
130 46 1
130 47 1
131 48 1
131 49 1
132 20 1
132 42 1
133 2 1
133 50 1
134 86 1
134 87 1
135 54 1
135 55 1
136 55 1
136 56 1
137 57 1
137 58 1
138 59 1
138 60 1
139 0 1
139 1 1
140 88 1
140 89 1
141 2 1
141 3 1
142 6 1
142 7 1
142 39 1
143 14 1
143 83 1
144 8 1
144 9 1
145 8 1
145 90 1
146 10 1
146 11 1
147 20 1
147 63 1
148 15 1
148 64 1
149 12 1
149 13 1
150 18 1
150 19 1
151 20 1
151 21 1
152 22 1
152 23 1
152 24 1
153 27 1
153 28 1
154 76 1
154 78 1
155 29 1
155 30 1
156 31 1
156 32 1
157 61 1
157 68 1
158 9 1
158 71 1
159 33 1
159 34 1
160 69 1
160 70 1
161 37 1
161 38 1
162 42 1
162 43 1
163 44 1
163 45 1
164 5 1
164 90 1
165 46 1
165 47 1
166 48 1
166 49 1
167 91 1
167 92 1
168 2 1
168 50 1
169 26 1
169 51 1
170 86 1
170 87 1
171 54 1
171 55 1
172 55 1
172 56 1
173 57 1
173 58 1
174 59 1
174 60 1
175 62 1
175 93 1
176 0 1
176 1 1
177 88 1
177 89 1
178 2 1
178 3 1
178 50 1
179 6 1
179 7 1
180 14 1
180 83 1
181 10 1
181 11 1
182 12 1
182 13 1
183 15 1
183 64 1
184 18 1
184 19 1
185 20 1
185 21 1
186 32 1
186 94 1
187 16 1
187 85 1
188 22 1
188 23 1
188 24 1
189 76 1
189 78 1
190 41 1
190 67 1
191 31 1
191 32 1
192 33 1
192 34 1
193 35 1
193 36 1
194 69 1
194 70 1
195 37 1
195 38 1
196 6 1
196 39 1
197 42 1
197 43 1
198 44 1
198 45 1
199 42 1
199 95 1
200 46 1
200 47 1
201 26 1
201 51 1
202 86 1
202 87 1
203 54 1
203 55 1
204 55 1
204 56 1
205 57 1
205 58 1
206 59 1
206 60 1
207 62 1
207 93 1
208 0 1
208 1 1
209 2 1
209 3 1
210 4 1
210 5 1
210 71 1
211 6 1
211 7 1
212 13 1
212 83 1
213 14 1
213 83 1
214 8 1
214 9 1
215 10 1
215 11 1
216 20 1
216 63 1
217 63 1
217 96 1
218 15 1
218 84 1
219 12 1
219 13 1
220 18 1
220 19 1
221 20 1
221 21 1
222 31 1
222 32 1
222 94 1
223 16 1
223 85 1
224 22 1
224 23 1
224 24 1
225 76 1
225 78 1
226 27 1
226 28 1
227 41 1
227 67 1
228 29 1
228 30 1
229 9 1
229 71 1
230 33 1
230 34 1
231 35 1
231 36 1
232 69 1
232 70 1
233 37 1
233 38 1
234 6 1
234 39 1
235 42 1
235 43 1
236 44 1
236 45 1
237 97 1
237 98 1
238 42 1
238 95 1
239 46 1
239 47 1
240 26 1
240 51 1
241 2 1
241 50 1
242 86 1
242 87 1
243 54 1
243 55 1
244 55 1
244 56 1
245 57 1
245 58 1
246 59 1
246 60 1
247 62 1
247 93 1
248 0 1
248 1 1
249 6 1
249 7 1
250 13 1
250 83 1
251 14 1
251 83 1
252 8 1
252 9 1
253 8 1
253 71 1
254 10 1
254 11 1
255 20 1
255 63 1
256 15 1
256 84 1
257 15 1
257 52 1
258 15 1
258 64 1
259 12 1
259 13 1
260 18 1
260 19 1
261 31 1
261 32 1
261 94 1
262 16 1
262 85 1
263 22 1
263 23 1
263 24 1
264 27 1
264 28 1
265 76 1
265 78 1
266 41 1
266 67 1
267 29 1
267 30 1
268 61 1
268 68 1
269 33 1
269 34 1
270 69 1
270 70 1
271 6 1
271 39 1
272 42 1
272 43 1
273 44 1
273 45 1
274 42 1
274 95 1
275 46 1
275 47 1
276 5 1
276 71 1
277 64 1
277 99 1
278 20 1
278 96 1
279 26 1
279 51 1
280 19 1
280 100 1
281 86 1
281 87 1
282 55 1
282 56 1
283 57 1
283 58 1
284 59 1
284 60 1
285 62 1
285 93 1
286 0 1
286 1 1
287 88 1
287 89 1
288 3 1
288 50 1
289 6 1
289 7 1
290 13 1
290 83 1
291 14 1
291 83 1
292 8 1
292 71 1
293 10 1
293 11 1
294 20 1
294 63 1
295 15 1
295 84 1
296 15 1
296 64 1
297 12 1
297 13 1
298 18 1
298 19 1
299 32 1
299 94 1
300 16 1
300 85 1
301 22 1
301 23 1
301 24 1
302 27 1
302 28 1
303 76 1
303 78 1
304 41 1
304 67 1
305 29 1
305 30 1
306 31 1
306 32 1
307 33 1
307 34 1
308 79 1
308 80 1
309 69 1
309 70 1
310 6 1
310 39 1
311 42 1
311 43 1
312 44 1
312 45 1
313 97 1
313 98 1
314 42 1
314 95 1
315 46 1
315 47 1
316 64 1
316 99 1
317 12 1
317 99 1
318 26 1
318 51 1
319 19 1
319 100 1
320 86 1
320 87 1
321 101 1
321 102 1
322 55 1
322 56 1
323 57 1
323 58 1
324 59 1
324 60 1
325 62 1
325 93 1
326 88 1
326 89 1
327 4 1
327 5 1
327 103 1
328 6 1
328 7 1
329 13 1
329 83 1
330 14 1
330 83 1
331 10 1
331 11 1
332 12 1
332 13 1
333 15 1
333 30 1
334 18 1
334 19 1
335 20 1
335 21 1
336 32 1
336 94 1
337 16 1
337 85 1
338 22 1
338 23 1
338 24 1
339 27 1
339 28 1
340 41 1
340 67 1
341 44 1
341 104 1
342 29 1
342 30 1
343 33 1
343 34 1
344 79 1
344 80 1
345 69 1
345 70 1
346 37 1
346 38 1
347 6 1
347 39 1
348 42 1
348 43 1
349 44 1
349 45 1
350 97 1
350 98 1
351 42 1
351 95 1
352 105 1
352 106 1
353 46 1
353 47 1
354 48 1
354 49 1
355 64 1
355 99 1
356 26 1
356 51 1
357 86 1
357 87 1
358 107 1
358 108 1
359 55 1
359 56 1
360 57 1
360 58 1
361 59 1
361 60 1
362 62 1
362 93 1
363 88 1
363 89 1
364 4 1
364 71 1
365 4 1
365 5 1
366 4 1
366 90 1
367 6 1
367 7 1
368 13 1
368 83 1
369 14 1
369 83 1
370 8 1
370 9 1
370 90 1
371 10 1
371 11 1
372 20 1
372 63 1
373 15 1
373 30 1
374 12 1
374 13 1
375 18 1
375 19 1
376 20 1
376 21 1
377 32 1
377 94 1
378 109 1
378 110 1
379 16 1
379 85 1
380 22 1
380 23 1
380 24 1
381 76 1
381 78 1
382 111 1
382 112 1
383 41 1
383 67 1
384 29 1
384 30 1
385 30 1
385 99 1
386 9 1
386 71 1
387 33 1
387 34 1
388 79 1
388 80 1
389 69 1
389 70 1
390 37 1
390 38 1
391 6 1
391 39 1
392 42 1
392 43 1
393 44 1
393 45 1
394 97 1
394 98 1
395 42 1
395 95 1
396 46 1
396 47 1
397 64 1
397 99 1
398 26 1
398 51 1
399 86 1
399 87 1
400 55 1
400 56 1
401 57 1
401 58 1
402 59 1
402 60 1
403 62 1
403 93 1
404 88 1
404 89 1
405 4 1
405 5 1
405 90 1
406 6 1
406 7 1
406 39 1
407 12 1
407 13 1
407 83 1
408 14 1
408 83 1
409 8 1
409 9 1
409 90 1
410 8 1
410 71 1
411 10 1
411 11 1
412 20 1
412 63 1
413 15 1
413 52 1
414 15 1
414 30 1
415 18 1
415 19 1
416 20 1
416 21 1
417 31 1
417 94 1
418 16 1
418 85 1
419 22 1
419 23 1
419 24 1
420 76 1
420 78 1
421 41 1
421 67 1
422 29 1
422 30 1
423 30 1
423 99 1
424 31 1
424 32 1
425 52 1
425 113 1
426 33 1
426 34 1
427 35 1
427 36 1
428 69 1
428 70 1
429 37 1
429 38 1
430 42 1
430 43 1
431 20 1
431 41 1
432 44 1
432 45 1
433 97 1
433 98 1
434 42 1
434 95 1
435 46 1
435 47 1
436 48 1
436 49 1
437 64 1
437 99 1
438 5 1
438 71 1
439 26 1
439 51 1
440 86 1
440 87 1
441 54 1
441 55 1
442 55 1
442 56 1
443 57 1
443 58 1
444 59 1
444 60 1
445 62 1
445 93 1
446 88 1
446 89 1
447 4 1
447 9 1
448 4 1
448 5 1
449 6 1
449 7 1
450 12 1
450 13 1
450 83 1
451 14 1
451 83 1
452 8 1
452 9 1
453 8 1
453 71 1
454 10 1
454 11 1
455 20 1
455 63 1
456 15 1
456 30 1
457 18 1
457 19 1
458 20 1
458 21 1
459 16 1
459 77 1
460 16 1
460 85 1
461 22 1
461 23 1
461 24 1
462 76 1
462 78 1
463 41 1
463 67 1
464 29 1
464 30 1
465 61 1
465 68 1
466 52 1
466 113 1
467 33 1
467 34 1
468 35 1
468 36 1
469 69 1
469 70 1
470 6 1
470 39 1
471 42 1
471 43 1
472 20 1
472 41 1
473 44 1
473 45 1
474 42 1
474 95 1
475 114 1
475 115 1
476 105 1
476 106 1
477 46 1
477 47 1
478 48 1
478 49 1
479 29 1
479 52 1
480 5 1
480 71 1
481 64 1
481 99 1
482 91 1
482 92 1
483 26 1
483 51 1
484 19 1
484 100 1
485 86 1
485 87 1
486 14 1
486 64 1
487 54 1
487 55 1
488 55 1
488 56 1
489 57 1
489 58 1
490 59 1
490 60 1
491 88 1
491 89 1
492 6 1
492 7 1
493 29 1
493 83 1
494 14 1
494 83 1
495 8 1
495 9 1
496 10 1
496 11 1
497 20 1
497 63 1
498 12 1
498 13 1
499 18 1
499 19 1
500 16 1
500 85 1
501 22 1
501 23 1
501 24 1
502 76 1
502 78 1
503 67 1
503 116 1
504 29 1
504 30 1
505 52 1
505 113 1
506 33 1
506 34 1
507 69 1
507 70 1
508 37 1
508 38 1
509 37 1
509 117 1
510 6 1
510 39 1
511 42 1
511 43 1
512 44 1
512 45 1
513 64 1
513 84 1
514 97 1
514 98 1
515 46 1
515 47 1
516 48 1
516 49 1
517 12 1
517 91 1
518 26 1
518 51 1
519 19 1
519 100 1
520 86 1
520 87 1
521 101 1
521 102 1
522 118 1
522 119 1
523 49 1
523 96 1
524 14 1
524 64 1
525 54 1
525 55 1
526 55 1
526 56 1
527 57 1
527 58 1
528 61 1
528 62 1
529 120 1
529 121 1
530 4 1
530 9 1
530 90 1
531 4 1
531 5 1
532 6 1
532 7 1
532 39 1
533 8 1
533 9 1
534 8 1
534 71 1
535 10 1
535 11 1
536 20 1
536 63 1
537 14 1
537 15 1
537 84 1
538 18 1
538 19 1
539 20 1
539 21 1
540 109 1
540 110 1
541 16 1
541 85 1
542 22 1
542 23 1
542 24 1
543 76 1
543 77 1
544 76 1
544 78 1
545 29 1
545 30 1
545 52 1
546 30 1
546 52 1
546 113 1
547 31 1
547 32 1
548 116 1
548 122 1
549 99 1
549 122 1
550 49 1
550 113 1
551 33 1
551 34 1
552 123 1
552 124 1
553 69 1
553 70 1
554 19 1
554 37 1
555 37 1
555 117 1
556 42 1
556 43 1
557 44 1
557 45 1
558 71 1
558 90 1
559 97 1
559 98 1
560 95 1
560 116 1
561 46 1
561 47 1
562 48 1
562 49 1
563 48 1
563 96 1
564 5 1
564 71 1
565 79 1
565 125 1
566 12 1
566 91 1
567 26 1
567 51 1
568 86 1
568 87 1
569 101 1
569 102 1
570 35 1
570 52 1
571 40 1
571 53 1
572 54 1
572 55 1
573 57 1
573 58 1
574 2 1
574 3 1
575 3 1
575 50 1
576 6 1
576 7 1
577 83 1
577 113 1
578 83 1
578 107 1
579 10 1
579 11 1
580 13 1
580 126 1
581 12 1
581 13 1
582 15 1
582 84 1
583 20 1
583 63 1
584 42 1
584 63 1
585 101 1
585 127 1
586 18 1
586 19 1
587 20 1
587 21 1
587 41 1
588 20 1
588 21 1
588 64 1
589 16 1
589 85 1
590 22 1
590 23 1
590 24 1
591 76 1
591 78 1
592 29 1
592 30 1
593 31 1
593 32 1
594 29 1
594 122 1
595 116 1
595 122 1
596 49 1
596 122 1
597 33 1
597 34 1
598 123 1
598 124 1
599 116 1
599 128 1
600 36 1
600 115 1
601 35 1
601 36 1
602 69 1
602 70 1
603 19 1
603 37 1
604 6 1
604 39 1
605 41 1
605 48 1
606 41 1
606 92 1
607 116 1
607 129 1
608 42 1
608 129 1
609 44 1
609 45 1
610 14 1
610 84 1
611 46 1
611 47 1
612 48 1
612 96 1
613 81 1
613 130 1
614 79 1
614 125 1
615 12 1
615 91 1
616 26 1
616 51 1
617 19 1
617 100 1
618 86 1
618 87 1
619 101 1
619 102 1
620 42 1
620 96 1
621 40 1
621 53 1
622 64 1
622 107 1
623 54 1
623 55 1
624 55 1
624 56 1
625 57 1
625 58 1
626 14 1
626 92 1
627 12 1
627 92 1
628 3 1
628 131 1
629 2 1
629 3 1
630 3 1
630 50 1
631 6 1
631 7 1
632 13 1
632 83 1
633 83 1
633 107 1
634 83 1
634 108 1
635 10 1
635 11 1
636 12 1
636 13 1
637 15 1
637 84 1
638 17 1
638 132 1
639 18 1
639 19 1
640 21 1
640 48 1
641 16 1
641 85 1
642 22 1
642 23 1
642 24 1
643 76 1
643 78 1
644 25 1
644 26 1
645 41 1
645 67 1
646 29 1
646 30 1
647 31 1
647 32 1
648 41 1
648 113 1
649 113 1
649 115 1
650 5 1
650 103 1
651 33 1
651 34 1
652 116 1
652 128 1
653 35 1
653 70 1
654 69 1
654 70 1
655 70 1
655 114 1
656 36 1
656 115 1
657 35 1
657 36 1
658 19 1
658 37 1
659 6 1
659 39 1
660 41 1
660 42 1
661 44 1
661 45 1
662 46 1
662 47 1
663 48 1
663 96 1
664 79 1
664 125 1
665 26 1
665 51 1
666 19 1
666 100 1
667 86 1
667 87 1
668 101 1
668 102 1
669 42 1
669 96 1
670 54 1
670 55 1
671 55 1
671 56 1
672 57 1
672 58 1
673 59 1
673 60 1
674 96 1
674 108 1
675 3 1
675 131 1
676 4 1
676 5 1
677 6 1
677 7 1
678 13 1
678 83 1
679 83 1
679 126 1
680 8 1
680 9 1
681 10 1
681 11 1
682 20 1
682 63 1
682 64 1
683 15 1
683 84 1
684 17 1
684 132 1
685 13 1
685 21 1
686 18 1
686 19 1
687 21 1
687 64 1
688 22 1
688 23 1
688 24 1
689 29 1
689 30 1
690 116 1
690 122 1
691 33 1
691 34 1
692 69 1
692 114 1
693 35 1
693 36 1
694 6 1
694 39 1
695 44 1
695 45 1
696 46 1
696 47 1
697 48 1
697 96 1
698 91 1
698 92 1
699 26 1
699 51 1
700 19 1
700 100 1
701 86 1
701 87 1
702 118 1
702 119 1
703 55 1
703 56 1
704 57 1
704 58 1
705 59 1
705 60 1
706 88 1
706 133 1
707 2 1
707 3 1
708 3 1
708 52 1
709 6 1
709 7 1
710 83 1
710 92 1
711 42 1
711 83 1
712 83 1
712 126 1
713 8 1
713 9 1
714 10 1
714 11 1
715 20 1
715 63 1
715 64 1
716 15 1
716 95 1
717 17 1
717 132 1
718 101 1
718 127 1
719 18 1
719 19 1
720 21 1
720 114 1
721 22 1
721 23 1
721 24 1
722 29 1
722 30 1
723 31 1
723 32 1
724 33 1
724 34 1
725 125 1
725 134 1
726 43 1
726 70 1
727 69 1
727 70 1
728 70 1
728 95 1
729 36 1
729 115 1
730 6 1
730 39 1
731 44 1
731 45 1
732 74 1
732 98 1
733 95 1
733 126 1
734 46 1
734 47 1
735 48 1
735 96 1
736 91 1
736 92 1
737 12 1
737 91 1
738 26 1
738 51 1
739 86 1
739 87 1
740 42 1
740 64 1
741 118 1
741 119 1
742 55 1
742 56 1
743 57 1
743 58 1
744 74 1
744 75 1
745 3 1
745 41 1
746 2 1
746 3 1
747 6 1
747 7 1
748 12 1
748 83 1
748 92 1
749 12 1
749 83 1
749 91 1
750 135 1
750 136 1
751 8 1
751 9 1
751 71 1
752 8 1
752 9 1
752 103 1
753 8 1
753 90 1
754 10 1
754 11 1
755 63 1
755 92 1
756 15 1
756 114 1
757 18 1
757 19 1
758 21 1
758 52 1
759 32 1
759 94 1
760 22 1
760 23 1
760 24 1
761 31 1
761 32 1
762 29 1
762 122 1
763 29 1
763 113 1
764 33 1
764 34 1
765 36 1
765 115 1
766 6 1
766 39 1
767 45 1
767 105 1
768 44 1
768 45 1
769 5 1
769 90 1
770 46 1
770 47 1
771 81 1
771 130 1
772 5 1
772 71 1
773 26 1
773 51 1
774 20 1
774 42 1
775 19 1
775 100 1
776 86 1
776 87 1
777 118 1
777 119 1
778 54 1
778 55 1
779 55 1
779 56 1
780 57 1
780 58 1
781 61 1
781 62 1
782 3 1
782 41 1
783 3 1
783 52 1
784 6 1
784 7 1
785 63 1
785 83 1
785 92 1
785 108 1
786 12 1
786 83 1
787 135 1
787 136 1
788 8 1
788 71 1
789 10 1
789 11 1
790 15 1
790 114 1
791 13 1
791 42 1
792 17 1
792 132 1
793 18 1
793 19 1
794 21 1
794 52 1
794 95 1
795 137 1
795 138 1
796 22 1
796 23 1
796 24 1
797 25 1
797 51 1
798 31 1
798 32 1
799 116 1
799 122 1
800 33 1
800 34 1
801 116 1
801 128 1
802 69 1
802 115 1
803 69 1
803 99 1
804 6 1
804 39 1
805 45 1
805 105 1
806 44 1
806 45 1
807 29 1
807 116 1
808 46 1
808 47 1
809 81 1
809 130 1
810 26 1
810 51 1
811 20 1
811 64 1
812 86 1
812 87 1
813 118 1
813 119 1
814 57 1
814 58 1
815 61 1
815 62 1
816 6 1
816 7 1
817 83 1
817 84 1
818 83 1
818 99 1
819 14 1
819 83 1
820 83 1
820 107 1
821 135 1
821 139 1
822 135 1
822 136 1
823 135 1
823 140 1
824 8 1
824 9 1
825 8 1
825 90 1
826 10 1
826 11 1
827 13 1
827 42 1
827 48 1
828 15 1
828 114 1
829 101 1
829 127 1
830 18 1
830 19 1
831 21 1
831 52 1
832 32 1
832 94 1
833 22 1
833 23 1
833 24 1
834 25 1
834 51 1
835 76 1
835 77 1
836 76 1
836 78 1
837 29 1
837 30 1
837 113 1
838 31 1
838 32 1
839 33 1
839 34 1
840 36 1
840 49 1
841 69 1
841 115 1
842 6 1
842 39 1
843 44 1
843 45 1
844 5 1
844 90 1
845 52 1
845 95 1
846 46 1
846 47 1
847 81 1
847 130 1
848 81 1
848 82 1
849 12 1
849 99 1
850 12 1
850 91 1
851 26 1
851 51 1
852 20 1
852 64 1
853 86 1
853 87 1
854 118 1
854 119 1
855 72 1
855 73 1
856 54 1
856 56 1
857 54 1
857 55 1
858 57 1
858 58 1
859 61 1
859 62 1
860 1 1
860 55 1
861 0 1
861 1 1
862 4 1
862 5 1
863 4 1
863 141 1
864 6 1
864 7 1
865 83 1
865 84 1
865 99 1
866 83 1
866 99 1
866 107 1
867 135 1
867 139 1
868 8 1
868 9 1
868 71 1
869 8 1
869 71 1
869 90 1
870 5 1
870 8 1
870 90 1
871 10 1
871 11 1
872 63 1
872 108 1
873 15 1
873 114 1
874 13 1
874 48 1
875 18 1
875 19 1
876 139 1
876 142 1
877 136 1
877 142 1
878 65 1
878 66 1
879 32 1
879 94 1
880 22 1
880 23 1
880 24 1
881 25 1
881 51 1
882 76 1
882 78 1
883 29 1
883 30 1
883 114 1
884 31 1
884 32 1
885 9 1
885 103 1
886 90 1
886 103 1
887 33 1
887 34 1
888 69 1
888 115 1
889 37 1
889 117 1
890 44 1
890 45 1
891 97 1
891 98 1
892 105 1
892 106 1
893 42 1
893 48 1
894 46 1
894 47 1
895 81 1
895 82 1
896 12 1
896 91 1
897 26 1
897 51 1
898 20 1
898 64 1
899 86 1
899 87 1
900 82 1
900 102 1
901 40 1
901 53 1
902 118 1
902 119 1
903 72 1
903 73 1
904 55 1
904 56 1
905 57 1
905 58 1
906 143 1
906 144 1
907 88 1
907 89 1
908 6 1
908 7 1
909 8 1
909 141 1
910 10 1
910 11 1
911 49 1
911 63 1
912 63 1
912 108 1
913 145 1
913 146 1
914 101 1
914 127 1
915 18 1
915 19 1
916 22 1
916 23 1
916 24 1
917 76 1
917 78 1
918 29 1
918 30 1
919 31 1
919 32 1
920 33 1
920 34 1
921 61 1
921 147 1
922 69 1
922 115 1
923 6 1
923 39 1
924 44 1
924 45 1
925 97 1
925 98 1
926 29 1
926 114 1
927 46 1
927 47 1
928 81 1
928 82 1
928 102 1
929 99 1
929 107 1
930 26 1
930 51 1
931 19 1
931 100 1
932 86 1
932 87 1
933 40 1
933 53 1
934 118 1
934 119 1
935 49 1
935 92 1
936 72 1
936 73 1
937 55 1
937 56 1
938 55 1
938 148 1
939 57 1
939 58 1
940 62 1
940 93 1
941 120 1
941 121 1
942 88 1
942 89 1
943 6 1
943 7 1
944 63 1
944 83 1
945 49 1
945 83 1
946 83 1
946 126 1
947 10 1
947 11 1
948 66 1
948 149 1
949 101 1
949 102 1
949 127 1
950 18 1
950 19 1
951 146 1
951 150 1
952 32 1
952 94 1
953 22 1
953 23 1
953 24 1
954 25 1
954 51 1
955 76 1
955 78 1
956 29 1
956 30 1
957 31 1
957 32 1
958 33 1
958 34 1
959 61 1
959 147 1
960 6 1
960 39 1
961 41 1
961 50 1
962 44 1
962 45 1
963 97 1
963 98 1
964 46 1
964 47 1
965 92 1
965 99 1
966 12 1
966 91 1
967 26 1
967 51 1
968 86 1
968 87 1
969 55 1
969 102 1
970 35 1
970 52 1
971 49 1
971 108 1
972 72 1
972 73 1
973 57 1
973 58 1
974 61 1
974 62 1
975 62 1
975 93 1
976 1 1
976 149 1
977 1 1
977 102 1
978 88 1
978 89 1
979 4 1
979 5 1
980 6 1
980 7 1
981 63 1
981 83 1
981 126 1
982 40 1
982 83 1
983 8 1
983 9 1
983 103 1
984 8 1
984 151 1
985 10 1
985 11 1
986 10 1
986 87 1
987 63 1
987 92 1
988 17 1
988 132 1
989 101 1
989 127 1
990 18 1
990 19 1
991 21 1
991 95 1
992 32 1
992 94 1
993 22 1
993 23 1
993 24 1
994 76 1
994 77 1
995 27 1
995 28 1
996 29 1
996 30 1
997 33 1
997 34 1
998 79 1
998 80 1
999 61 1
999 147 1
1000 41 1
1000 50 1
1001 44 1
1001 45 1
1002 97 1
1002 98 1
1003 46 1
1003 47 1
1004 14 1
1004 99 1
1005 5 1
1005 152 1
1006 12 1
1006 91 1
1007 26 1
1007 51 1
1008 56 1
1008 66 1
1009 86 1
1009 87 1
1010 102 1
1010 153 1
1011 102 1
1011 151 1
1012 35 1
1012 52 1
1013 71 1
1013 151 1
1014 49 1
1014 108 1
1015 72 1
1015 73 1
1016 55 1
1016 56 1
1017 57 1
1017 58 1
1018 59 1
1018 60 1
1019 56 1
1019 148 1
1020 62 1
1020 93 1
1021 1 1
1021 71 1
1022 1 1
1022 127 1
1023 1 1
1023 151 1
1024 88 1
1024 89 1
1025 3 1
1025 41 1
1026 6 1
1026 7 1
1026 39 1
1027 63 1
1027 83 1
1027 108 1
1028 8 1
1028 9 1
1028 71 1
1029 8 1
1029 151 1
1030 10 1
1030 11 1
1031 17 1
1031 132 1
1032 101 1
1032 127 1
1033 54 1
1033 154 1
1034 18 1
1034 19 1
1035 32 1
1035 94 1
1036 22 1
1036 23 1
1036 24 1
1037 76 1
1037 78 1
1038 27 1
1038 28 1
1039 29 1
1039 30 1
1040 31 1
1040 32 1
1041 54 1
1041 103 1
1042 33 1
1042 34 1
1043 36 1
1043 92 1
1043 107 1
1044 44 1
1044 45 1
1045 97 1
1045 98 1
1046 74 1
1046 98 1
1047 46 1
1047 47 1
1048 14 1
1048 99 1
1049 79 1
1049 125 1
1050 12 1
1050 91 1
1051 26 1
1051 51 1
1052 19 1
1052 100 1
1053 86 1
1053 87 1
1054 35 1
1054 52 1
1055 151 1
1055 152 1
1056 40 1
1056 53 1
1057 49 1
1057 108 1
1058 72 1
1058 73 1
1059 92 1
1059 126 1
1060 57 1
1060 58 1
1061 56 1
1061 148 1
1062 61 1
1062 62 1
1063 62 1
1063 93 1
1064 1 1
1064 56 1
1065 1 1
1065 55 1
1066 88 1
1066 89 1
1067 6 1
1067 7 1
1068 63 1
1068 83 1
1068 92 1
1069 14 1
1069 83 1
1069 99 1
1070 8 1
1070 9 1
1071 8 1
1071 54 1
1072 10 1
1072 11 1
1073 10 1
1073 87 1
1074 63 1
1074 92 1
1074 108 1
1075 17 1
1075 132 1
1076 101 1
1076 127 1
1077 18 1
1077 19 1
1078 56 1
1078 65 1
1079 32 1
1079 94 1
1080 22 1
1080 23 1
1080 24 1
1081 25 1
1081 26 1
1081 51 1
1082 76 1
1082 78 1
1083 29 1
1083 30 1
1084 61 1
1084 68 1
1085 50 1
1085 131 1
1086 33 1
1086 34 1
1087 61 1
1087 147 1
1088 37 1
1088 117 1
1089 6 1
1089 39 1
1090 44 1
1090 45 1
1091 97 1
1091 98 1
1092 74 1
1092 98 1
1093 102 1
1093 140 1
1094 55 1
1094 140 1
1095 46 1
1095 47 1
1096 81 1
1096 102 1
1097 81 1
1097 82 1
1098 79 1
1098 125 1
1099 35 1
1099 52 1
1100 54 1
1100 71 1
1101 72 1
1101 73 1
1102 57 1
1102 58 1
1103 56 1
1103 148 1
1104 62 1
1104 155 1
1105 61 1
1105 62 1
1106 120 1
1106 121 1
1107 88 1
